class,text,language
1,Ka zama wawa. me ya sa na ko da kokarin ilimantar da ku a lokacin da dukan jihar gwamna sunan Na Ifanyi Igbo sunan ka dey a nan dey da'awar wauta. Na mutane a lokacin da yawa wuce ga jihar da' yancin gudanar da siyasa.,hausa
0,Mgbake m ga-eme ka Biafra dịkwuo mma,igbo
2," : Question: Yoruba, Hausa or Ibo girls... 
: I'll go with all three... 
Lol.. Ashewo Boi!!!
",english
0,Ekele Girl... biko Date Melvin  ụmụ okorobịa ga-b ọma 2geda,igbo
0,Asaba ta rufe kasuwar da ta yi zanga-zanga,hausa
1,Lol. èyí ni ìtìjú fún gbogbo ara kristẹni àti òfin gẹ́gẹ́ bí ẹ̀rí.,yoruba
2,Gays dabbobi ne dabbobi suna wanzuwa a cikin zoo.,hausa
2,Kamar yadda wata mace idan wani mutum ba mijinka ya ga ƙirjinka &amp; thighs. Ina gaya maka gaskiya; kai ne cikakken karuwa. tuba!,hausa
2,"Anaghị m ata Beyonce ma ọ bụ nypost ụta kama ana m ata ndị America ojii niile na-enweghị uche na ndị amaghị ihe ụta na-akpọ Beyonce Mama Africa, ndị America ojii ga-anọgide na-enweghị nkwanye ùgwù maka ndị Africa na nzuzu ha....",igbo
2,": BREAKING NEWS---""Ku guje wa kudu maso gabas ko ku yi hadarin wani yaki""--BISHOP CHUKWUMA zuwa FULANI makiyaya.",hausa
1,Den she called me cheap....u gals r jus weird*smh*,english
1,"Walahi u r a mad girl "":  You can't crash a date pass madi oh! You just can't!""",english
0,"Just gerrout"": Wash Of Life"": ""Ladies ---&gt;&gt; :  is d only female I envy nd respect here""""""",english
1,"dípò tí àwọn ẹlẹ́ṣin aboki okada yìí á fi sọ fún ẹ pé wọn ò mọ ibi tó o lọ, wọ́n á kàn pè é ní iye tí o ń lọ. nítorí náà, mo pinnu láti kọ́ ọ́ lẹ́kọ̀ọ́ kan.",yoruba
1,"Idan GEJ yana da fiye da sojoji da ke tsare dukan Chibok kawai ga kansa kuma har yanzu yana da'awar rashin tsaro a Chibok, to shi ne wani kunar baya!",hausa
1,Wawaye marasa amfani,hausa
1,Mugu! mgbe ndị Alakụba nyere ikike ụlọ alakụba ka ha wee kpọbata ndị mmadụ ma ọ bụ tọghata ha ife Chineke ha. Gịnị mere na ị dị ka a Christian agaghị enye ikike Ozi na CD ka ọ wee ruo ndị mmadụ. Abi ọ bụghị ego ha na-aga ọkụ CD. ,igbo
0,Idan ba ka jin kunya ka zama Kirista.,hausa
0,That's how it goes kip chilling psquare family thinz LINK,english
1,"Ọ bụrụ na Dembele bụ ihe ngwọta anyị na Xavi nwere, mwute ikwu Xavi bụ nanị a na-abaghị uru coach",igbo
0,Àtúnṣe,yoruba
1,Ka rufe bakinka mai ƙazanta,hausa
0,Ụnụ na-eme ihe ọjọọ.,igbo
0,ṣùgbọ́n un sọ pé èé ṣe tí mo fi ń ṣe é,yoruba
1,"ìṣòro mi nínú ọ̀rọ̀ òmùgọ̀ yìí ni pé, ""obìnrin aláwọ̀ dúdú tó ń wá láti orílẹ̀-èdè míì"" bíi pé torí pé ó jẹ́ olùwá-ibi-ìsádi, obìnrin, àti pé ó ní àwọ̀ dúdú, ó sì sọ ọ́ di èèyàn tó kéré jù lọ.",yoruba
2,"ó dùn mí gan - an pé ó fi èyí sí ìkànnì twitter rẹ̀, ó lè jẹ́ ìbẹ̀rẹ̀ tuntun fún gbogbo ẹ̀yà afíríkà tó wà nínú ìparun ní nàíjíríà.",yoruba
0, Lmao fat people sha🤣🤣,english
0,"Oyo: Fulani chiefs apologise to Yoruba community, say no Fulani was killed as community presents evidence of rape, kidnappings and killings allegedly carried out by herdsmen LINK",english
1,"Idan ATM ba ta ba ni 20k ba zan kai hari ga wannan banki mai ban dariya gobe""",hausa
0,Olee nwaanyị ga-achọ ịlụ u wen u enweghị ike ikwu okwu dị mfe English? SMH @ ụfọdụ ụmụ okorobịa!!,igbo
0,A real man DOESN'T love million girls; He loves one girl in million ways.,english
2,"báwo ni ẹnì kan tó ní èrò tó dáa ṣe lè fi ìlú dubai wé àríwá nàìjíríà tó ti di ẹni ìdàgbàsókè, tó ti wà nídìí ìbílẹ̀ àti èyí tó ti ń ṣàkóbá fún àwọn èèyàn? bí ẹni tó ti kàwé tó ń gbé ní àríwá bá lè fi èyí ránṣẹ́, mo máa ń ronú pé báwo ni àwọn èèyàn tí kò kàwé tí wọ́n ti ń fọ ọpọlọ wọn ṣe máa ronú.",yoruba
0,"Northflix Manhaja ce da aka samar domin saukakawa masu sha'awar kallon finafinan Hausa a ko ina. 
Kafa ce ta musamman da mutane za su more kallo cikin sauki.

Sauke Manhajar Northflix daga Google PlayStore domin more kallon kayatattun finafinan Hausa yanzu.  LINK",english
0,"Na ga yadda ka ruɓe a hankali a lokacin da ka yi amfani da kalmar baranda ba zan sunkuyar da kaina sosai, na girma mafi alhẽri mutane da kuma mafi yawan Kiristoci inda aka kashe a arewa da kudu babu kwari da aka cutar amma kudu ne ragewa arewa ne maximizing. shi zai kai ka a rana daya",hausa
2,"Were a Dick, tinye ya na ntị gị na fuck ihe ị nụrụ. Yoruba Muslim Scum. Cunt!",igbo
2,"àwọn ará áfíríkà tí kò ní ìfòyemọ̀ jù lọ ni àwọn aráàlú, ìyapa láàárín àwọn aláwọ̀ funfun àti àwọn aláwọ̀ dúdú ní orílẹ̀ èdè wa ló pọ̀ ju àwọn tó wà ní àgbègbè àgbègbè àgbègbè afíríkà lọ. mo máa ń lọ sí orílẹ̀ èdè àfíríkà lọ́pọ̀ ìgbà nítorí iṣẹ́ ajé àti pé wọ́n máa ń ṣe sí mi sàn ju àwọn aráàlú tó wà ní orílẹ̀ èdè wa lọ. a kì í ṣe ìṣòro wa.",yoruba
1,"Òun yìí wulẹ̀ jẹ́ òmùgọ̀, ó rò pé Jack ni ọ̀rẹ́ òun tàbí àwọn òmùgọ̀ ẹlẹgbẹ́ òun...",yoruba
0,Ta ni ọmọdékùnrin náà?,yoruba
2,Ọ bụ enyi m kasị mma.,igbo
0,"Ọmarịcha ọrụ, okwu gị na-eme ka uche pụọ iche na-ekpughe eziokwu anyị na-eche ihu dị ka ndị mmadụ na Southern Kaduna. ...",igbo
2,Olee otú ndị mmadụ pụrụ isi laghachi n'ugbo na Fulani ndị ọzụzụ atụrụ na-egbu ndị mmadụ n'ịkpụzi obodo n'efu &amp; apos; gọọmentị adịghị eme ihe ọ bụla iji gbochie ya,igbo
2,Ba abin da ke cikinku... bari waɗannan ƙazamar ƙazamarku su tafi bayanku... rayuwar da kuke rayuwa ba ta nufin kun cancanci ta ba.,hausa
2,Àwọn ọmọbìnrin kì í ṣe nǹkan àjèjì.,yoruba
2,"""Ka bar addini a gefe, Ikilisiyar Katolika ita ce mafi yawan kungiyoyin ta'addanci masu nasara da aka taba samu""",hausa
2,"Àwọn obìnrin tí ẹ bá ń mu ẹ̀pá ẹ̀rí yín, tí ẹ kò sì ń fi orí yín sílẹ̀...",yoruba
2,"Ọ dị mma, ma ọtụtụ ndị Igbo m na-azụ ahịa na-enwe obi abụọ dị ukwuu. Ihe fọrọ nke nta ka ọ bụrụ ha niile. 9 n'ime 10 Igbo bụ nnọọ obi abụọ. 9 n'ime 10 Hausa bụ ndị ihu abụọ. 9 n'ime 10 Yorubas enweghị ike ịtụkwasị obi na nzuzo. Ọnụ anyị na-agbapụta dị ka mmiri mmiri.",igbo
0,Rahama zuwa arewa twitter:Na samu kokon shugaban I no Dey heya kalma 🤣🤣🤣,hausa
0,"Yana da Agbero wanda yake Yoruba harshen, Igbo Kirista shi Agboro",hausa
0,Ya kike,hausa
2,Ụmụ nwanyị Naịjirịa bụ ndị ara .,igbo
1,"Láti fi hàn pé gbogbo àwọn tó ń dáàbò bo ìlú Abuja ló ń gbé ìsọfúnni náà lọ, kí wọ́n lè dáàbò bo àwọn olóṣèlú tó mú ká dé ibi tá a wà lónìí.",yoruba
2,"Site n'okwu ha, anyị ga-amata ha, Fulanị ekwensu, eziokwu dị mfe dị ka nsị na-egbu egbu nye Fulanis.",igbo
1,Fuckin beast,english
1," How did I miss this 😂😂😂. Ndi entitled women heads. 
Ontop money wey you no work for and on it still talk rudely.",english
0,Drip!!!Drip!!!Drip!!!Drip!!!Sadarwa,hausa
0,Ihe m chọrọ ịghọta bụ ihe mere ndị inyom na-eme mkpọtụ ji bụrụ ndị na-eme ihe ike.,igbo
1,Wasn't a offside fucking cunt,english
1, Ebony fat Ass cherokee gangbanged by white dude 😩,english
0,Musulmai*,hausa
1,"Ga ni, kai mai lalata.",hausa
1,"Na gode wa mahaifinmu da kuma mai koyar da mu, na ba su jawabi kuma na mayar da wasu hankula a cikin kwandon kawunansu.",hausa
0,Kò dára tí ẹnì kejì bá ń gbójú fo ọ.,yoruba
1,Ihere ha niile,igbo
0,Wannan shi ne abin da ya faru.,hausa
1,"Ruo ugbu a, ọ na-akwado ụmụ agbọghọ... ha ga-achọta ihe ngọpụ iji gosi na ụmụ nwanyị na-akọ akụkọ ọmụmụ... bụ ụmụ nwanyị na-achọ ọdịmma onwe ha nanị!",igbo
0,: duba mai zane mai ban mamaki na TEN nishaɗi ya yi aiki tare da jarumar yarbawa TOYIN AIMAKHU LINK,hausa
0,Hanyar da Za a Bi,hausa
0, the best female sexier ever,english
1,     Moron. Are you not suppose to be in class and face your studies?? Look at your blunder. Even your blunder if condone for a little longer can collapse the country. Kindly enroll in one of GEJ almajiri schools maybe you can learn a bit!!,english
2, : Biafra: Yoruba And Hausa Must You Be Parasite In Biafraland In Order To Survive? LINK LINK,english
0," : I love Yorubas; they practice all religion 😂😂. One can be a Muslim, attend church programmes, still do masquerade carnival.
T…",english
1,Àwọn ará Nàìjíríà jẹ́ irú àwọn òmùgọ̀ kan tí kò mọ nǹkan kan nípa...,yoruba
1,"Southeast governors should raise up this is what is expected from this governors that claim they are protecting us, but all of them are errand boys to fulanis.  LINK",english
0,skibo!!! LINK,english
0,Barbossa,igbo
0,Ke yanzu auren kike sk,english
1,"you buy ring light put for house, shey you be photographer ni, stupid girl 🤦‍♂️",english
0,Oyami Lenu,igbo
0," : Men love dogs because dogs are cheerful, obedient and loyal. Women love cats because cats are aloof, mysterious and arro…",english
0," : ""The one who disobeys God or intends to disobey God does not find pleasure in Worship"".

- Early Muslim Sage, cited by Ima…",english
1," : To kidnap 300 girls,
Let me break it down for you:

If these monsters use an 18seater bus,
They will need 16buses to do…",english
2," : Since you guys are so useless, let me update you on some national news:

1. Herdsmen killed 5 in Benue. 
2. Six killed, 20 wou…",english
1,"Ụmụ anụmanụ dị ka gị, gịnị ma ọ gaa kilomita 12 ma chee ihu n'ebe ndị Hausa nọ?",igbo
1,Wannan kawai Mumu ne...tueh KO otuetue NI,hausa
0,: Kana son mutane su zama gay amma kai kai mai gaskiya ne kuma har ka yi addu'a Allah ya hana yaranka zama gay.,hausa
2,Ụdị ihe ọjọọ ọtụtụ ọdịbendị na-eme n'ebe ndịda Naịjirịa megide ụmụ nwanyị di ha nwụrụ eh! ndị a na-eche na ha na-ejedebe n'ọnụ ụlọ ikpeazụ nke Dante's inferno.,igbo
0,When you stop having enemies it means your presence is no longer valuable. - Ibn Arabi,english
1,"Ha anaghị eme ka nwa agbọghọ a pụta, ọ na-esonyere ""Ndị ikom bụ ndị na-emebi iwu ngwa ngwa"" Martinez Messi Onye isi ala Arewa Usman Naomi Oyo State Miyetti Allah LINK",igbo
0,Ka tafi ka ciji wata mace da kuma wani taksi mutum,hausa
1,    Why is it that anything all these idiots want to cause confusion they'll use Igbo names? The other idiot calls himself ,english
2, What species of grass is that? It can be very helpful to curtail the destruction of farmlands by the wicked killer herdsmen in the south.,english
1,"Lolz: ""Ụmụ nwoke bụ ndị jọgburu onwe ha mgbe ha na-agba ume.. ma m na-aghọta mgbe ndị ahụ crazy na-eche elu. ị ga-ahapụ. ọ bụ iwu.",igbo
1,Dákẹ́!,yoruba
2," "": Mo dey o. O mu awọn bitches ati awọn prostitutes?""",yoruba
1,Muna bukatar ya yi mana magana a yanzu?,hausa
2,Aboki maara ihe gafere gị. Aboki nweta otu uche. Unu niile bụ ndị nzuzu!!! wakpo onye ọ bụla nwere echiche dị iche. Enweghị ụbụrụ n'etiti unu. Aboki ga-anọgide na-achị Nigeria na ọ dịghị ihe ndị nzuzu dị ka gị nwere ike ime banyere ya. Jiri ekwentị gị dị oke ọnụ iji kpọọ Buhari ka ị hapụ Nnamdi Kanu,igbo
0,Hanyar da Za a Bi,hausa
0,Hausa,hausa
0,Wannan yarinyar Fulani,hausa
2,"N'ezie nsogbu bụ na onye nkụzi Bekee gị, ị gaghị akpọ papa gị asị, ị gaghịkwa akpọ onye amụma asị. nkwupụta ahụ kwesịrị ịbụ  kpọọ ọtụtụ ndị ikom asị karịsịa ụmụ nwoke Hausa.",igbo
1,"N'ezie ọ bụ a DC show, n'efu",igbo
1,"Mumu, ṣé gbogbo ìpínlẹ̀ Lagos ló wà lábẹ́ ìjọba kan náà ṣáájú ọdún 1967?",yoruba
1,"Ị kwenyesiri ike na ọ bụ onye ọgaranya nke pụtara na ọbụlagodi ma ọ bụrụ na $ 1 ga-abụ 5k, ọ gaghị emetụta m, mana ọ chọrọ Nigeria ka mma maka gị ka i wee kwụsị ibi ndụ site na ""Twale Sir na Ihe ọ bụla maka Boys"", ma ị maghị n'ihi na Mumu gị Don Too Much, 56 afọ Ewu",igbo
1,"O gbọdọ̀ ti bínú nítorí pé o lo àwòrán ọ̀rẹ́bìnrin mi. O yẹ kó o jáwọ́ nínú èyí, Whey.",yoruba
2,"Yo! 😂😂😂😂😂 Nigga má ṣe dẹ́kùn mú mi Mo ní anfani ti o dara ju ti o ti na mom rẹ dara ju baba rẹ, ki o ko fi mi lori wipe ""Mo ko ni shit"" BS, bitch!!!",yoruba
2,Àwọn ọmọbìnrin kan máa ń ṣe ohun tó máa ń mú kí wọ́n máa gbéra ga.,yoruba
1,"Ṣé wàá dákẹ́, ìwọ ará South Africa tó ń kórìíra àwọn èèyàn!",yoruba
1,"nínú ìgbésí ayé, tó o bá fẹ́ dá obìnrin rẹ lẹ́jọ́ nípa bí ara rẹ ṣe ń kà, o ò ní lè ṣègbéyàwó rí.",yoruba
0,""" "" "" Ụmụ agbọghọ Spen ka ọ̀ bụ ụmụ agbọghọ Mexico ? "" "" Ụmụ agbọghọ Calabar ! """,igbo
1,     Of all the people in this mention you're the dumbest. Get some life please. If muslims are doing this then What about the muslims that were at the forefront?? Twitter warrior like you won't do ish!,english
1,"A white daughter love for black men is not just about penis size but we black kings are clearly much attractive. Sexually, All modern white girls prefer black men as opposed to all you sad small dick white boys ",english
1,"Duba shi mai cin lambar yabo Chiwetel ... Idiots Uganda, na bet ba ka ji game da shi Link",hausa
2,Yall hoes adịgboroja asf ! plastic ass mfs 😂😂,igbo
0,"mo sọ fún un pé, ""ó lè ṣe é, ṣé a lè bá ọ sọ̀rọ̀?"" mo sì dáhùn pé, ""ó dùn mí pé mo sọ̀rọ̀ nípa rẹ. ó dùn mí pé o wà nínú àkọsílẹ̀ náà. ó ń ṣe àbùkù sí ìwà rẹ̀, o sì fẹ́ kí wọ́n má ṣe ṣẹ̀ ọ́. mo ní ìrètí pé o mọ̀ pé wọ́n lè gbé ẹjọ́ ẹ̀sùn rẹ̀ fún ọ̀rọ̀ yìí.",yoruba
2,Ladies if yo suck yo thumb but don't give head... U R SELFISH BITCH,english
0,  He planned himself for it… your aspirant can’t even answer deep intelligent questions 🤦🏽‍♀️🤦🏽‍♀️,english
0,Ẹ jọ̀wọ́ gba àwọn tó ń gbé ní ìlú Lagos ní fóòtò,yoruba
1," Incidentally, a similar pejorative is used by french  in their almost apartheid like treatment of the minority english-speaking . Les , les . Allez chez vous.. in addition to more violent tropes.. dogs, cockroaches, rats",english
1,Wata daliba ta yi ta yi ta yi ta yi ta yi ta yi ta yi ta yi ta yi ta yi ta wanke jiki bayan da limamin addinin Musulmi ya yi ta - LINK,hausa
2,"Ẹ jọ̀wọ́, ẹ má ṣe jẹ́ kí n máa fi ẹ̀wù tí kò dára yìí kó àwọn ọmọbìnrin agbako jọ",yoruba
2,"Ụmụ okorobịa ndị a apụla n'aka . M na - eje ozi n'ebe ugwu , ama m otú ndị Almajiri ndị ikom a si bụrụ ndị na - enweghị isi na ndị na - enweghị isi .",igbo
1,OMG!! Echere m na ọ bụ oké... Na oja-igbo ịbụ nke a..,igbo
1,"Ihe ha na-aga ebe ahụ ime? Ịmụta otú e si edina ndị mmadụ n'ike na otú e si akwakọrọ ihe, na mgbakwunye - Otu esi amanye Ndị Kraịst ịghọ ndị Alakụba.",igbo
2,"    Disgusting?? Have you seen Abuja those girls in hijab that are prostitute's who are they intimate with, it's definitely not Igbos neither Yoruba it's still your people stop pointing fingers and mind your problems let's solve ours",english
0,Enwere m mmasị na vidiyo a LINK Funny Elephant Video,igbo
0,"""kuma zan iya cewa da cikakken tabbaci cewa, tsarin koyon aikin IBBO wanda ke mulkin kasuwar Alaba na cikin gida shine babban...",hausa
0,: Labari mai ban tausayi - Hoto na Gaggawar da ke jiran yunwa - 'Yar Sudan da ke mutuwa - Don haka za ta iya cin abinci - A kanta,hausa
0,: Àwọn ìsọfúnni mélòó la lè rí fún rap Hausa láti rí?,yoruba
1,"  You need to be taken to a solitary confinement.

You are amongst those to be mentally checked! 

Alatenu je! Ode!",english
1,"Mgbe ahụ Sergio Ramos ga-abụ uru 400m, Sholo nzuzu ni",igbo
0,   Wt is Dia to watch on gay porn😎,english
2,Mo máa ń fi ẹ̀rù pa àwọn ajá aládùúgbò mi.,yoruba
2,Every time you come to twitter and be trending Zamfara is bleeding but when others are crying you won't join them. Selfish Northerners. Kar ku yi abinda sauran mutane ke yi. Be there while your population is being decimated. Madness,english
0," : After the 1966 Coup;
Aguiyi ironsi was killed
But that was not enough.

30,000 Igbos killed up North.
But that was not…",english
1,Lol 😂🤣 miyagun mutane suna ba da labari ba bawo..,hausa
2,Na duba a karkashin wannan tweet kuma na fahimci cewa 'yan Najeriya suna da wayo sosai idan ya zo ga ruhaniya ko addini. mafi yawansu ba su ma san abin da addininsu yake game da shi ba. Suna bin ƙungiyar su zuwa coci ko duk inda suka je.,hausa
1,Ȋ̝̊̅ so hate stupid protocols,english
2,Àwọn olùṣọ́ àgùntàn Fulani ń halẹ̀ mọ́ ÌRÍBÀ NÍ ODUDUWA àti BIAFRA bí ìkòkò tí ń halẹ̀ mọ́ àyẹ́.,yoruba
1, Tbh. No man ever wanna be with wathoni. She's the one always thinking things in her head,english
0,"Yoruba, Igbo,Hausa, Idoma, Mbanmiri,Wawa, Efik,Ijaw, Tiv, Ibibio, Kalabari, Wafi, Bini etc.These tribes are insignificant in the New Tribe!",english
2,   U are just very hopeless no difference talking to you and talking too all these very shallow minded Muslims,english
0,😂😂😂 dis 1 ibi tí kò lágbára oo LINK,yoruba
2,"àwọn òṣèlú tó burú jù lọ ní nàìjíríà lónìí ni àwọn òṣèlú gúúsù. wọn kò ní èrò inú, wọn kò sì wúlò. ètò ẹ̀kọ́, ètò ìṣèlú àti ètò àjọ ti di èyí tí a pa run nítorí pé a gba ìdàgbàsókè, èyí sì máa jẹ́ kókó nínú ètò àwọn nǹkan tí yóò fi àríwá sílẹ̀ lọ́nà tó jìnnà sí i... mọ̀ ẹ̀?",yoruba
2,"Nwoke Alakụba na-awakpo nwa agbọghọ maka na ọ na-eyi uwe elu na jeans na-enweghị uwe, na-ekwu na ọ na-eji ejiji dị ka nwanyị akwụna",igbo
0,: 🔥New: Software Engineer na ! itinye ugbu a → LINK ...,igbo
0, Saurin me kike? 😂🤣,english
0,Mo gbà pẹ̀lú yín 😁😁,yoruba
1,"Ọtụtụ ndị na-enweghị ihe ha ga-eme, biko kwuo otu ihe FFK rụzuru mgbe ọ hapụsịrị ụgbọelu.",igbo
1,Mee ka Thunder gbaa gị ọkụ mumu,igbo
0,"Ihe ị na-eme bụ China, ngwaahịa adịgboroja adịgboroja 🤣🤣",igbo
2,Àwọn obìnrin ní Nàìjíríà ti di ara wọn òmùgọ̀,yoruba
2,"Fulani bụ Fulani, ihe ọjọọ bụ ihe ọjọọ, ekwensu mụrụ ekwensu, ị nwere ike ịgbanwe ha. ha bụ ihe ọjọọ na obi na-adịghị. Atiku nwa na-agbasa Covid-19 Buhari's Bigotry, igbu ọchụ nke elu ugwu, Benue na Taraba ndị Fulani ọzụzụ atụrụ nwere otu ebumnuche.",igbo
0,Ọ̀ bụ ite ite?,igbo
0,Barka da zuwa OT Alexis.,hausa
0,Omo ojú mi kò mọ́,yoruba
1,Ya fi kamar Nijeriya ce ta wauta,hausa
1,Àwọn ẹranko? Èyí kọjá ìwà ẹranko 😭😭 ♀️,yoruba
0,  Baddest nigger,english
1,Da alama suna son yin jima'i da su... suna da sha'awar yin jima'i da su.😂😂😂 Makiyaya suna damun yankin daya ba su kama su ba...ba masu cin amana ba ne Gwamnatin daya ta hana su aiki...,hausa
1,"Kama ndị na-agba ịnyịnya Aboki Okada a ịgwa gị na ha amaghị ebe ị na-aga, ha ga-akpọ ọnụahịa maka gị. Ya mere, ekpebiri m ịkụziri otu n'ime ha ihe.",igbo
0, 😂😂,english
1,"Rihanna ta kira Shugaba Trump ""Dabba Ba'a da Lafiya"" yayin da ta yi masa barazana a kan haramcin Musulunci",hausa
1,"You gotta get the Fuvk up everyday &amp; do this shit for you. Fuck what everybody else doing &amp; saying, This is your life.",english
1,"àwọn tó ń ṣe eré ìnàjú ní àgbègbè yín, ẹ rí ìsọfúnni kan tó máa fi hàn pé ẹ̀yin ará ilẹ̀ yúróòpù lẹ́nu iṣẹ́ yín kí ẹ tó bá mi sọ̀rọ̀.",yoruba
0,🤔wetyn Chinyere nọ gaa hụ Galili,igbo
2,Me ya sa mutanen arewa ba za su yarda da lalacewa ba?,hausa
1,mgbe ahụ ị bụ a nzuzu fuck,igbo
2,"Nigeria ebibiwo ụmụ amaala ya site Fulani ọzụzụ atụrụ na Boko Haram ndị na-eyi ọha egwu. ihe niile ha na-eme bụ mbubata ngwá agha nke ụdị ọ bụla ka ha wee nọgide na-egbu ndị Biafra na-enweghị ihe ha mere. ha nọ na Nigeria agha, ụgbọ mmiri, ikuku na ndị uwe ojii. ha niile bụ ndị na-egbu egbu na-enweghị ihe ha mere.",igbo
2,Mmụọ ọjọọ Yoruba 😂,igbo
2,N'etiti Igbo na Yorubas anyị niile maara ndị ruru unyi dị ka Pigs.,igbo
1,am now taking a vow of celibacy.i fuck with nobody bt my money's get paid pple,english
1,"Arindin omo Ale yoruba ni eleyi, Inu furo Buhari lo ngbe.... N'ihi na ọ bụghị Yoruba = nwoke a Lawal adebayo bụ a afọ ojuju bastard na-ebi Buhari si rectum... 🙄😌",igbo
0,Nke a bụ onyinyo nke onye nwere uche nke na-edu mba?,igbo
2," But you never ask how you people are living in the Bush, kidnapping, raping women, killing children and drinking cow urine, you subjected a whole region into crises , you killers , killing in the names of cow, Fulani are the problem not Hausa.",english
1,"Wannan lokaci makiyaya ba su da kyau, wawa dabba kawai shashasha Dan iska ba shi da aiki...",hausa
2,Man take a look at the   hashtag.. Gruesome pictures. Fulani herdsmen just dey waste human lives.. young young men dead.. if these people acquire weapons and fight back now they'll call em terrorist,english
2,Abin takaici ne sosai. Ta yaya za mu iya zama tare da irin mutanen da ba su damu da rayuwar mutane ba. Waɗannan fulani masu tsattsauran ra'ayi sun fito ne daga rami na jahannama.,hausa
1,Wauta ita ce lokacin da Air Peace ya dawo da ku 4 free &amp; amp; amp; ku biya your goma &amp; amp; godiya ga fastoci da suka kiyaye su masu zaman kansu jiragen sama.,hausa
1,"Olodo niyin sir, àárín òrùlé tó wà níbàámu pẹ̀lú òrùlé náà tó mílíọ̀nù mélòó ni?",yoruba
0,"Mo ò mọ̀ pé àwọn èèyàn máa ń rò pé a jẹ́ onígbàgbọ́, fídíò ti ń lọ káàkiri tó fi hàn pé àwọn ológun ń kọlu àwọn olùpolongo, ṣùgbọ́n o ṣì ń bọ̀ wá síbi yìí 2 sẹ́, wow! orílẹ̀-èdè yìí ti di rúkèrúdò. o lè máa bá a lọ láti máa dágunlá sí wa, ṣùgbọ́n o ò lè mú Íńtánẹ́ẹ̀tì kúrò lára wa nítorí pé ohun ìjà wa ni",yoruba
1,"Ó wù mí kí mo ní arákùnrin àgbà kan tó máa fi àwọn ọmọdékùnrin alájèjì sípò wọn bí wọ́n bá fẹ́ bá mi ṣeré"".",yoruba
1,"Má ṣe fọkàn tán àwọn ọmọbìnrin, pàápàá àwọn aṣẹ́wó tó sọ pé àwọn ọ̀rẹ́ rẹ ni",yoruba
2, These stupid omo ita people have started terrorizing people under the guise of AMOTEKUN which has not even started officially.,english
0,Ba za ka taba ganin maza biyu suna fada ba saboda mace mai kyau.,hausa
1,"Dis reminds me of ......  "": These things happen on a regular, at night. MOPOL vs fun seeking, arrogant Children.""",english
0," ♀️Nwa agbọghọ niile hụrụ uwe a mara mma na nke mara mma n'anya, ị̀ hụrụ ya n'anya? 👉 Ọnụahịa: $32 👉Pịa ebe a ịzụta: LINK LINK",igbo
0,Oga ku da kuke Malamai ya kamata kuke waazi yasin. soyayya ga juna nomore ne kuma su slam ne duk. ga mafi yawan mutane suna zagin wasu iyaye a fili. kiran kansu gays subhannallah a fili LINK,hausa
0," Thanks to this Great, Benevolent Queen !",english
2,Àwọn tí wọ́n ń ṣe àdàkàdekè ni wọ́n máa ń ṣe é,yoruba
2,"Olùwákẹ́ lórí Facebook kan tí orúkọ rẹ̀ ń jẹ́ Che Oyinaytumba ti wọlé sí Nàìjíríà tí kò ní àwọn màlúù, lẹ́yìn tí àwọn Fulani olùṣọ́ àgùntàn ti ń pa àwọn èèyàn tí wọ́n sì ń gbéjà kò wọ́n, ó sọ pé òun ti jáwọ́ nínú jíjẹ màlúù, ó sì máa bá a lọ títí tí wọ́n á fi gbé ẹjọ́ lọ, pé ẹran ẹlẹdẹ àti ẹran ọ̀sìn nìkan lóun máa ń jẹ",yoruba
1,"Bastards!!! Suna kishi &amp; wanna gurgunta daya daga cikin Hausa-Fulani ta tsira karfi tattalin arziki aiki, da kiwon. Wannan, su yi tare da hadin gwiwa da addini shugabannin, gargajiya sarakuna da siyasa 'yan majalisar",hausa
0,Ọchịchị dị mma ... IQ na mkpebi siri ike ị ghaghị ịbụ na ị na-akwa emo 😂😂 gịnị ka mkpebi siri ike ya mere ka o mee ?,igbo
1,   You re big fool. Omo ale Yoruba. Eru FULANI. Don't worry boko haram ll attack you very soon lagbara olorun,english
2,"Bí àwọn ọmọ ogun nìkan bá ń kú gẹ́gẹ́ bí ìwọ ṣe sọ , ìyẹn túmọ̀ sí pé kò sí ẹ̀rù tí wọ́n pa nígbà tí Naija pa àwọn ọmọ ogun , kí wá nìdí tí àwọn ọmọ ogun fi ń pariwo , tí wọ́n ń pariwo , tí wọ́n sì ń ṣe ìpolongo pé àwọn ọmọ ogun ń pa àwọn ọmọ ogun ?",yoruba
1,"Ó jẹ́ òmùgọ̀ tí ń puró, ó ní èrò òdì nípa obìnrin kan tí kò rí i pé ó wù ú, dípò kó máa bá a lọ, ó ṣe ohun tó lòdì sí èrò òdì.",yoruba
2,"Na so wani gajeren lokaci yayin da ka so har abada tare da wani hook cewa ba mai kaifin baki gaskiya soyayya ne mai wuya kwaya domin ta sha domin ta Dick ne kawai abu da ta so dandana, ba na sumbace kuma gaya, don haka na yi kashe da kuma zubar da jinin, gaskiya soyayya hurts mafi haka zai Ur mutuwa.",hausa
0," : Nnamdi Kanu doesn't not represent or speak for Ndị Igbo.

Same way I won't expect Shekau to speak for Hausa/Fulani or Kayode…",english
1,"Ba wai kawai murabus ba , ya kamata a kai masa kara ...",hausa
